date,Firm,Sample,Turnout,Lead,name,value
2008-03-09,generalelection,NA,73.8,4.0,psoe,43.9
2008-03-09,generalelection,NA,73.8,4.0,pp,39.9
2008-03-09,generalelection,NA,73.8,4.0,iu,3.8
2008-03-09,generalelection,NA,73.8,4.0,ciu,3
2008-03-09,generalelection,NA,73.8,4.0,erc,1.2
2008-03-09,generalelection,NA,73.8,4.0,pnv,1.2
2008-03-09,generalelection,NA,73.8,4.0,cc,0.7
2008-03-09,generalelection,NA,73.8,4.0,bng,0.8
2008-03-09,generalelection,NA,73.8,4.0,upd,1.2
2008-03-09,ipsosrtveforta,210000,NA,6.4,psoe,45
2008-03-09,ipsosrtveforta,210000,NA,6.4,pp,38.6
2008-03-09,ipsosrtveforta,210000,NA,6.4,iu,3.4
2008-03-09,ipsosrtveforta,210000,NA,6.4,ciu,3.1
2008-03-09,ipsosrtveforta,210000,NA,6.4,erc,1.2
2008-03-09,ipsosrtveforta,210000,NA,6.4,pnv,1.4
2008-03-09,ipsosrtveforta,210000,NA,6.4,cc,0.6
2008-03-09,ipsosrtveforta,210000,NA,6.4,bng,0.8
2008-03-09,ipsosrtveforta,210000,NA,6.4,upd,1.1
2008-03-09,tnsdemoscopiaantena,40000,NA,5.3,psoe,43.3
2008-03-09,tnsdemoscopiaantena,40000,NA,5.3,pp,38
2008-03-09,tnsdemoscopiaantena,40000,NA,5.3,iu,5.2
2008-03-09,tnsdemoscopiaantena,40000,NA,5.3,ciu,3.1
2008-03-09,tnsdemoscopiaantena,40000,NA,5.3,erc,2.3
2008-03-09,tnsdemoscopiaantena,40000,NA,5.3,pnv,1.6
2008-03-09,tnsdemoscopiaantena,40000,NA,5.3,cc,0.7
2008-03-09,tnsdemoscopiaantena,40000,NA,5.3,bng,0.7
2008-03-09,tnsdemoscopiaantena,40000,NA,5.3,upd,1
2008-03-09,opinacadenaser,NA,NA,7.0,psoe,44.5
2008-03-09,opinacadenaser,NA,NA,7.0,pp,37.5
2008-03-09,opinacadenaser,NA,NA,7.0,iu,5
2008-03-09,opinacadenaser,NA,NA,7.0,ciu,2.5
2008-03-09,opinacadenaser,NA,NA,7.0,erc,2
2008-03-09,opinacadenaser,NA,NA,7.0,pnv,1.1
2008-03-09,opinacadenaser,NA,NA,7.0,cc,0.4
2008-03-09,opinacadenaser,NA,NA,7.0,bng,0.8
2008-03-09,opinacadenaser,NA,NA,7.0,upd,0.1
2008-03-09,demomtricatelecinco,NA,NA,8.0,psoe,44.9
2008-03-09,demomtricatelecinco,NA,NA,8.0,pp,36.9
2008-03-09,demomtricatelecinco,NA,NA,8.0,iu,5.2
2008-03-09,demomtricatelecinco,NA,NA,8.0,ciu,2.7
2008-03-09,demomtricatelecinco,NA,NA,8.0,erc,1.5
2008-03-09,demomtricatelecinco,NA,NA,8.0,pnv,1.4
2008-03-09,demomtricatelecinco,NA,NA,8.0,cc,NA
2008-03-09,demomtricatelecinco,NA,NA,8.0,bng,NA
