date,Firm,Sample,Turnout,name,value
2016-02-05,simplelgica,1048,75.6,pnv,NA
2016-02-05,simplelgica,1048,75.6,pacma,NA
2016-02-05,simplelgica,1048,75.6,eh,NA
2016-02-05,simplelgica,1048,75.6,cc,NA
2016-02-05,simplelgica,1048,75.6,upo,5.2
2016-02-05,celesteteleldiarioes,1100,66.6,pp,28.5
2016-02-05,celesteteleldiarioes,1100,66.6,psoe,22.4
2016-02-05,celesteteleldiarioes,1100,66.6,upo,20.4
2016-02-05,celesteteleldiarioes,1100,66.6,cs,15.1
2016-02-05,celesteteleldiarioes,1100,66.6,up,3.7
2016-02-05,celesteteleldiarioes,1100,66.6,erc,2.7
2016-02-05,celesteteleldiarioes,1100,66.6,dil,2
2016-02-05,celesteteleldiarioes,1100,66.6,conv,1.2
2016-02-05,celesteteleldiarioes,1100,66.6,pnv,NA
2016-02-05,celesteteleldiarioes,1100,66.6,pacma,0.8
2016-02-05,celesteteleldiarioes,1100,66.6,eh,0.4
2016-02-05,celesteteleldiarioes,1100,66.6,cc,NA
2016-02-05,celesteteleldiarioes,1100,66.6,upo,6.1
2016-02-05,invymarklasexta,NA,NA,pp,27.8
2016-02-05,invymarklasexta,NA,NA,psoe,21.1
2016-02-05,invymarklasexta,NA,NA,upo,21.6
2016-02-05,invymarklasexta,NA,NA,cs,15.1
2016-02-05,invymarklasexta,NA,NA,up,3.8
2016-02-05,invymarklasexta,NA,NA,erc,NA
2016-02-05,invymarklasexta,NA,NA,dil,NA
2016-02-05,invymarklasexta,NA,NA,conv,NA
2016-02-05,invymarklasexta,NA,NA,pnv,NA
2016-02-05,invymarklasexta,NA,NA,pacma,NA
2016-02-05,invymarklasexta,NA,NA,eh,NA
2016-02-05,invymarklasexta,NA,NA,cc,NA
2016-02-05,invymarklasexta,NA,NA,upo,6.2
2016-02-04,metroscopiaelpas,1000,73,pp,24
2016-02-04,metroscopiaelpas,1000,73,psoe,23.3
2016-02-04,metroscopiaelpas,1000,73,upo,19.9
2016-02-04,metroscopiaelpas,1000,73,cs,18.5
2016-02-04,metroscopiaelpas,1000,73,up,4.3
2016-02-04,metroscopiaelpas,1000,73,erc,NA
2016-02-04,metroscopiaelpas,1000,73,dil,NA
2016-02-04,metroscopiaelpas,1000,73,conv,NA
2016-02-04,metroscopiaelpas,1000,73,pnv,NA
2016-02-04,metroscopiaelpas,1000,73,pacma,NA
2016-02-04,metroscopiaelpas,1000,73,eh,NA
2016-02-04,metroscopiaelpas,1000,73,cc,NA
2016-02-04,metroscopiaelpas,1000,73,upo,0.7
2016-01-21,gadabc,802,70,pp,30.1
2016-01-21,gadabc,802,70,psoe,21.3
2016-01-21,gadabc,802,70,upo,20
2016-01-21,gadabc,802,70,cs,13.4
2016-01-21,gadabc,802,70,up,2.9
2016-01-21,gadabc,802,70,erc,2.4
2016-01-21,gadabc,802,70,dil,2.1
2016-01-21,gadabc,802,70,conv,1.1
2016-01-21,gadabc,802,70,pnv,NA
2016-01-21,gadabc,802,70,pacma,1.1
2016-01-21,gadabc,802,70,eh,0.3
2016-01-21,gadabc,802,70,cc,NA
2016-01-21,gadabc,802,70,upo,8.8
2016-01-21,ncreportlarazn,1900,65.6,pp,30.7
2016-01-21,ncreportlarazn,1900,65.6,psoe,21.1
2016-01-21,ncreportlarazn,1900,65.6,upo,21.9
2016-01-21,ncreportlarazn,1900,65.6,cs,12
2016-01-21,ncreportlarazn,1900,65.6,up,3.4
2016-01-21,ncreportlarazn,1900,65.6,erc,2.4
2016-01-21,ncreportlarazn,1900,65.6,dil,2.2
2016-01-21,ncreportlarazn,1900,65.6,conv,1.2
2016-01-21,ncreportlarazn,1900,65.6,pnv,NA
2016-01-21,ncreportlarazn,1900,65.6,pacma,0.8
2016-01-21,ncreportlarazn,1900,65.6,eh,0.3
2016-01-21,ncreportlarazn,1900,65.6,cc,NA
2016-01-21,ncreportlarazn,1900,65.6,upo,8.8
2016-01-19,mywordcadenaser,1000,NA,pp,28
2016-01-19,mywordcadenaser,1000,NA,psoe,21.3
2016-01-19,mywordcadenaser,1000,NA,upo,20.3
2016-01-19,mywordcadenaser,1000,NA,cs,14.4
2016-01-19,mywordcadenaser,1000,NA,up,4.7
2016-01-19,mywordcadenaser,1000,NA,erc,NA
2016-01-19,mywordcadenaser,1000,NA,dil,NA
2016-01-19,mywordcadenaser,1000,NA,conv,NA
2016-01-19,mywordcadenaser,1000,NA,pnv,NA
2016-01-19,mywordcadenaser,1000,NA,pacma,NA
2016-01-19,mywordcadenaser,1000,NA,eh,NA
2016-01-19,mywordcadenaser,1000,NA,cc,NA
2016-01-19,mywordcadenaser,1000,NA,upo,6.7
2016-01-16,redondoasociados,NA,NA,pp,30.5
2016-01-16,redondoasociados,NA,NA,psoe,20.7
2016-01-16,redondoasociados,NA,NA,upo,22.8
2016-01-16,redondoasociados,NA,NA,cs,10.9
2016-01-16,redondoasociados,NA,NA,up,NA
2016-01-16,redondoasociados,NA,NA,erc,NA
2016-01-16,redondoasociados,NA,NA,dil,NA
2016-01-16,redondoasociados,NA,NA,conv,NA
2016-01-16,redondoasociados,NA,NA,pnv,NA
2016-01-16,redondoasociados,NA,NA,pacma,NA
2016-01-16,redondoasociados,NA,NA,eh,NA
2016-01-16,redondoasociados,NA,NA,cc,NA
2016-01-16,redondoasociados,NA,NA,upo,7.7
2016-01-15,invymarklasexta,NA,NA,pp,30.8
2016-01-15,invymarklasexta,NA,NA,psoe,20.8
2016-01-15,invymarklasexta,NA,NA,upo,21.6
2016-01-15,invymarklasexta,NA,NA,cs,12.6
2016-01-15,invymarklasexta,NA,NA,up,3.5
2016-01-15,invymarklasexta,NA,NA,erc,NA
2016-01-15,invymarklasexta,NA,NA,dil,NA
2016-01-15,invymarklasexta,NA,NA,conv,NA
2016-01-15,invymarklasexta,NA,NA,pnv,NA
2016-01-15,invymarklasexta,NA,NA,pacma,NA
2016-01-15,invymarklasexta,NA,NA,eh,NA
2016-01-15,invymarklasexta,NA,NA,cc,NA
2016-01-15,invymarklasexta,NA,NA,upo,9.2
2016-01-15,celesteteleldiarioes,1100,67.5,pp,30.2
2016-01-15,celesteteleldiarioes,1100,67.5,psoe,21.9
2016-01-15,celesteteleldiarioes,1100,67.5,upo,22.1
2016-01-15,celesteteleldiarioes,1100,67.5,cs,12.6
2016-01-15,celesteteleldiarioes,1100,67.5,up,3.3
2016-01-15,celesteteleldiarioes,1100,67.5,erc,2.5
2016-01-15,celesteteleldiarioes,1100,67.5,dil,2.1
2016-01-15,celesteteleldiarioes,1100,67.5,conv,1.1
2016-01-15,celesteteleldiarioes,1100,67.5,pnv,NA
2016-01-15,celesteteleldiarioes,1100,67.5,pacma,0.9
2016-01-15,celesteteleldiarioes,1100,67.5,eh,0.3
2016-01-15,celesteteleldiarioes,1100,67.5,cc,NA
2016-01-15,celesteteleldiarioes,1100,67.5,upo,8.1
2016-01-15,ncreport,955,NA,pp,30.5
2016-01-15,ncreport,955,NA,psoe,22.1
2016-01-15,ncreport,955,NA,upo,20.7
2016-01-15,ncreport,955,NA,cs,13.4
2016-01-15,ncreport,955,NA,up,3.6
2016-01-15,ncreport,955,NA,erc,NA
2016-01-15,ncreport,955,NA,dil,NA
2016-01-15,ncreport,955,NA,conv,NA
2016-01-15,ncreport,955,NA,pnv,NA
2016-01-15,ncreport,955,NA,pacma,NA
2016-01-15,ncreport,955,NA,eh,NA
2016-01-15,ncreport,955,NA,cc,NA
2016-01-15,ncreport,955,NA,upo,8.4
2016-01-15,encuestamos,1800,NA,pp,33.2
2016-01-15,encuestamos,1800,NA,psoe,22.2
2016-01-15,encuestamos,1800,NA,upo,21.4
2016-01-15,encuestamos,1800,NA,cs,10.9
2016-01-15,encuestamos,1800,NA,up,2.9
2016-01-15,encuestamos,1800,NA,erc,2.5
2016-01-15,encuestamos,1800,NA,dil,2
2016-01-15,encuestamos,1800,NA,conv,1.1
2016-01-15,encuestamos,1800,NA,pnv,NA
2016-01-15,encuestamos,1800,NA,pacma,0.8
2016-01-15,encuestamos,1800,NA,eh,0.3
2016-01-15,encuestamos,1800,NA,cc,NA
2016-01-15,encuestamos,1800,NA,upo,11
2016-01-14,metroscopiaelpas,1200,76.4,pp,29
2016-01-14,metroscopiaelpas,1200,76.4,psoe,21.1
2016-01-14,metroscopiaelpas,1200,76.4,upo,22.5
2016-01-14,metroscopiaelpas,1200,76.4,cs,16.6
2016-01-14,metroscopiaelpas,1200,76.4,up,3.2
2016-01-14,metroscopiaelpas,1200,76.4,erc,NA
2016-01-14,metroscopiaelpas,1200,76.4,dil,NA
2016-01-14,metroscopiaelpas,1200,76.4,conv,NA
2016-01-14,metroscopiaelpas,1200,76.4,pnv,NA
2016-01-14,metroscopiaelpas,1200,76.4,pacma,NA
2016-01-14,metroscopiaelpas,1200,76.4,eh,NA
2016-01-14,metroscopiaelpas,1200,76.4,cc,NA
2016-01-14,metroscopiaelpas,1200,76.4,upo,6.5
2016-01-14,estudiodesociologaconsultores,2200,NA,pp,32.4
2016-01-14,estudiodesociologaconsultores,2200,NA,psoe,22.4
2016-01-14,estudiodesociologaconsultores,2200,NA,upo,20.5
2016-01-14,estudiodesociologaconsultores,2200,NA,cs,13.2
2016-01-14,estudiodesociologaconsultores,2200,NA,up,3.9
2016-01-14,estudiodesociologaconsultores,2200,NA,erc,NA
2016-01-14,estudiodesociologaconsultores,2200,NA,dil,NA
2016-01-14,estudiodesociologaconsultores,2200,NA,conv,NA
2016-01-14,estudiodesociologaconsultores,2200,NA,pnv,NA
2016-01-14,estudiodesociologaconsultores,2200,NA,pacma,NA
2016-01-14,estudiodesociologaconsultores,2200,NA,eh,NA
2016-01-14,estudiodesociologaconsultores,2200,NA,cc,NA
2016-01-14,estudiodesociologaconsultores,2200,NA,upo,10
2016-01-12,simplelgica,1050,77.1,pp,30
2016-01-12,simplelgica,1050,77.1,psoe,20.4
2016-01-12,simplelgica,1050,77.1,upo,21.3
2016-01-12,simplelgica,1050,77.1,cs,14.7
2016-01-12,simplelgica,1050,77.1,up,4.8
2016-01-12,simplelgica,1050,77.1,erc,NA
2016-01-12,simplelgica,1050,77.1,dil,NA
2016-01-12,simplelgica,1050,77.1,conv,NA
2016-01-12,simplelgica,1050,77.1,pnv,NA
2016-01-12,simplelgica,1050,77.1,pacma,NA
2016-01-12,simplelgica,1050,77.1,eh,NA
2016-01-12,simplelgica,1050,77.1,cc,NA
2016-01-12,simplelgica,1050,77.1,upo,8.7
2016-01-11,imopllorentecuenca,1000,69,pp,31.4
2016-01-11,imopllorentecuenca,1000,69,psoe,23.5
2016-01-11,imopllorentecuenca,1000,69,upo,19.5
2016-01-11,imopllorentecuenca,1000,69,cs,11.8
2016-01-11,imopllorentecuenca,1000,69,up,3.4
2016-01-11,imopllorentecuenca,1000,69,erc,2.3
2016-01-11,imopllorentecuenca,1000,69,dil,1.8
2016-01-11,imopllorentecuenca,1000,69,conv,1.2
2016-01-11,imopllorentecuenca,1000,69,pnv,NA
2016-01-11,imopllorentecuenca,1000,69,pacma,0.9
2016-01-11,imopllorentecuenca,1000,69,eh,NA
2016-01-11,imopllorentecuenca,1000,69,cc,NA
2016-01-11,imopllorentecuenca,1000,69,upo,7.9
2016-01-11,cis,2496,NA,pp,28.8
2016-01-11,cis,2496,NA,psoe,20.5
2016-01-11,cis,2496,NA,upo,21.9
2016-01-11,cis,2496,NA,cs,13.3
2016-01-11,cis,2496,NA,up,3.7
2016-01-11,cis,2496,NA,erc,2.8
2016-01-11,cis,2496,NA,dil,1.7
2016-01-11,cis,2496,NA,conv,1.3
2016-01-11,cis,2496,NA,pnv,NA
2016-01-11,cis,2496,NA,pacma,1
2016-01-11,cis,2496,NA,eh,0
2016-01-11,cis,2496,NA,cc,NA
2016-01-11,cis,2496,NA,upo,6.9
2015-12-20,generalelection,NA,69.7,pp,28.7
2015-12-20,generalelection,NA,69.7,psoe,22
2015-12-20,generalelection,NA,69.7,upo,20.7
2015-12-20,generalelection,NA,69.7,cs,13.9
2015-12-20,generalelection,NA,69.7,up,3.7
2015-12-20,generalelection,NA,69.7,erc,2.4
2015-12-20,generalelection,NA,69.7,dil,2.2
2015-12-20,generalelection,NA,69.7,conv,1.2
2015-12-20,generalelection,NA,69.7,pnv,0.9
2015-12-20,generalelection,NA,69.7,pacma,0.9
2015-12-20,generalelection,NA,69.7,eh,0.3
2015-12-20,generalelection,NA,69.7,cc,NA
2015-12-20,generalelection,NA,69.7,upo,6.7
