date,Firm,Sample,Turnout,Lead,name,value
2015-12-20,generalelection,NA,69.7,6.7,pp,28.7
2015-12-20,generalelection,NA,69.7,6.7,psoe,22
2015-12-20,generalelection,NA,69.7,6.7,ciu,NA
2015-12-20,generalelection,NA,69.7,6.7,pnv,1.2
2015-12-20,generalelection,NA,69.7,6.7,bng,0.3
2015-12-20,generalelection,NA,69.7,6.7,cc,0.3
2015-12-20,generalelection,NA,69.7,6.7,upd,0.6
2015-12-20,generalelection,NA,69.7,6.7,ip,NA
2015-12-20,generalelection,NA,69.7,6.7,am,NA
2015-12-20,generalelection,NA,69.7,6.7,up,3.7
2015-12-20,generalelection,NA,69.7,6.7,eh,0.9
2015-12-20,generalelection,NA,69.7,6.7,erc,2.4
2015-12-20,generalelection,NA,69.7,6.7,ccom,NA
2015-12-20,generalelection,NA,69.7,6.7,cs,13.9
2015-12-20,generalelection,NA,69.7,6.7,upo,20.7
2015-12-20,generalelection,NA,69.7,6.7,dil,2.2
2015-12-20,generalelection,NA,69.7,6.7,ambildu,NA
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,pp,26.8
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,psoe,20.5
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,ciu,NA
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,pnv,1.1
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,bng,0.3
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,cc,0.3
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,upd,1.1
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,ip,NA
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,am,NA
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,up,4.1
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,eh,1
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,erc,2.5
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,ccom,NA
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,cs,15.2
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,upo,21.7
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,dil,1.7
2015-12-20,tnsdemoscopiartveforta,177100,NA,5.1,ambildu,NA
2015-12-19,redondoasociados,1790,NA,8.6,pp,29.3
2015-12-19,redondoasociados,1790,NA,8.6,psoe,20.7
2015-12-19,redondoasociados,1790,NA,8.6,ciu,NA
2015-12-19,redondoasociados,1790,NA,8.6,pnv,1.4
2015-12-19,redondoasociados,1790,NA,8.6,bng,0.3
2015-12-19,redondoasociados,1790,NA,8.6,cc,0.4
2015-12-19,redondoasociados,1790,NA,8.6,upd,0.3
2015-12-19,redondoasociados,1790,NA,8.6,ip,NA
2015-12-19,redondoasociados,1790,NA,8.6,am,NA
2015-12-19,redondoasociados,1790,NA,8.6,up,3.3
2015-12-19,redondoasociados,1790,NA,8.6,eh,1.2
2015-12-19,redondoasociados,1790,NA,8.6,erc,1.7
2015-12-19,redondoasociados,1790,NA,8.6,ccom,NA
2015-12-19,redondoasociados,1790,NA,8.6,cs,16.6
2015-12-19,redondoasociados,1790,NA,8.6,upo,19.5
2015-12-19,redondoasociados,1790,NA,8.6,dil,1.8
2015-12-19,redondoasociados,1790,NA,8.6,ambildu,NA
2015-12-19,gesopelperidic,950,75,5.1,pp,26.6
2015-12-19,gesopelperidic,950,75,5.1,psoe,20.1
2015-12-19,gesopelperidic,950,75,5.1,ciu,NA
2015-12-19,gesopelperidic,950,75,5.1,pnv,NA
2015-12-19,gesopelperidic,950,75,5.1,bng,NA
2015-12-19,gesopelperidic,950,75,5.1,cc,NA
2015-12-19,gesopelperidic,950,75,5.1,upd,NA
2015-12-19,gesopelperidic,950,75,5.1,ip,NA
2015-12-19,gesopelperidic,950,75,5.1,am,NA
2015-12-19,gesopelperidic,950,75,5.1,up,4
2015-12-19,gesopelperidic,950,75,5.1,eh,NA
2015-12-19,gesopelperidic,950,75,5.1,erc,NA
2015-12-19,gesopelperidic,950,75,5.1,ccom,NA
2015-12-19,gesopelperidic,950,75,5.1,cs,15.3
2015-12-19,gesopelperidic,950,75,5.1,upo,21.5
2015-12-19,gesopelperidic,950,75,5.1,dil,NA
