date,Firm,Sample,Turnout,Lead,name,value
2004-03-14,generalelection,NA,75.7,4.9,pp,37.7
2004-03-14,generalelection,NA,75.7,4.9,psoe,42.6
2004-03-14,generalelection,NA,75.7,4.9,iu,5
2004-03-14,generalelection,NA,75.7,4.9,ciu,3.2
2004-03-14,generalelection,NA,75.7,4.9,pnv,1.6
2004-03-14,generalelection,NA,75.7,4.9,bng,0.8
2004-03-14,generalelection,NA,75.7,4.9,cc,0.9
2004-03-14,generalelection,NA,75.7,4.9,erc,2.5
2004-03-14,sigmadosantenaa,NA,NA,5.2,pp,37.5
2004-03-14,sigmadosantenaa,NA,NA,5.2,psoe,42.7
2004-03-14,sigmadosantenaa,NA,NA,5.2,iu,5.3
2004-03-14,sigmadosantenaa,NA,NA,5.2,ciu,3.1
2004-03-14,sigmadosantenaa,NA,NA,5.2,pnv,1.7
2004-03-14,sigmadosantenaa,NA,NA,5.2,bng,NA
2004-03-14,sigmadosantenaa,NA,NA,5.2,cc,NA
2004-03-14,sigmadosantenaa,NA,NA,5.2,erc,NA
2004-03-14,sigmadosantena,75000,NA,2.5,pp,38.5
2004-03-14,sigmadosantena,75000,NA,2.5,psoe,41
2004-03-14,sigmadosantena,75000,NA,2.5,iu,5.4
2004-03-14,sigmadosantena,75000,NA,2.5,ciu,3.3
2004-03-14,sigmadosantena,75000,NA,2.5,pnv,1.6
2004-03-14,sigmadosantena,75000,NA,2.5,bng,1
2004-03-14,sigmadosantena,75000,NA,2.5,cc,0.9
2004-03-14,sigmadosantena,75000,NA,2.5,erc,2.3
2004-03-14,ipsosecortveforta,210000,NA,4.5,pp,36.9
2004-03-14,ipsosecortveforta,210000,NA,4.5,psoe,41.4
2004-03-14,ipsosecortveforta,210000,NA,4.5,iu,6.3
2004-03-14,ipsosecortveforta,210000,NA,4.5,ciu,3
2004-03-14,ipsosecortveforta,210000,NA,4.5,pnv,1.4
2004-03-14,ipsosecortveforta,210000,NA,4.5,bng,0.9
2004-03-14,ipsosecortveforta,210000,NA,4.5,cc,0.9
2004-03-14,ipsosecortveforta,210000,NA,4.5,erc,2.3
2004-03-13,tnsdemoscopiatele,NA,NA,2.3,pp,40.6
2004-03-13,tnsdemoscopiatele,NA,NA,2.3,psoe,38.3
2004-03-13,tnsdemoscopiatele,NA,NA,2.3,iu,6.5
2004-03-13,tnsdemoscopiatele,NA,NA,2.3,ciu,3
2004-03-13,tnsdemoscopiatele,NA,NA,2.3,pnv,1.5
2004-03-13,tnsdemoscopiatele,NA,NA,2.3,bng,NA
2004-03-13,tnsdemoscopiatele,NA,NA,2.3,cc,0.9
2004-03-13,tnsdemoscopiatele,NA,NA,2.3,erc,2.7
2004-03-12,opinacadenaser,NA,NA,1.0,pp,39.5
2004-03-12,opinacadenaser,NA,NA,1.0,psoe,40.5
2004-03-12,opinacadenaser,NA,NA,1.0,iu,6.1
2004-03-12,opinacadenaser,NA,NA,1.0,ciu,3
2004-03-12,opinacadenaser,NA,NA,1.0,pnv,1.2
2004-03-12,opinacadenaser,NA,NA,1.0,bng,NA
2004-03-12,opinacadenaser,NA,NA,1.0,cc,NA
2004-03-12,opinacadenaser,NA,NA,1.0,erc,NA
2004-03-12,sigmados,NA,NA,0.7,pp,40.3
2004-03-12,sigmados,NA,NA,0.7,psoe,39.6
2004-03-12,sigmados,NA,NA,0.7,iu,5.2
2004-03-12,sigmados,NA,NA,0.7,ciu,3.3
2004-03-12,sigmados,NA,NA,0.7,pnv,1.8
2004-03-12,sigmados,NA,NA,0.7,bng,NA
2004-03-12,sigmados,NA,NA,0.7,cc,NA
2004-03-12,sigmados,NA,NA,0.7,erc,NA
2004-03-10,sigmados,NA,NA,2.8,pp,41.2
2004-03-10,sigmados,NA,NA,2.8,psoe,38.4
