date,Firm,Sample,Turnout,Lead,name,value
2021-12-30,electopanelelectomana,1189,NA,1.0,psoe,24.9
2021-12-30,electopanelelectomana,1189,NA,1.0,pp,23.9
2021-12-30,electopanelelectomana,1189,NA,1.0,vox,19.9
2021-12-30,electopanelelectomana,1189,NA,1.0,upo,11.8
2021-12-30,electopanelelectomana,1189,NA,1.0,cs,3.2
2021-12-30,electopanelelectomana,1189,NA,1.0,erc,3.5
2021-12-30,electopanelelectomana,1189,NA,1.0,mp,2.7
2021-12-30,electopanelelectomana,1189,NA,1.0,jxcat,2.4
2021-12-30,electopanelelectomana,1189,NA,1.0,pnv,1.5
2021-12-30,electopanelelectomana,1189,NA,1.0,eh,1.3
2021-12-30,electopanelelectomana,1189,NA,1.0,cup,1
2021-12-30,electopanelelectomana,1189,NA,1.0,cc,0.7
2021-12-30,electopanelelectomana,1189,NA,1.0,bng,0.9
2021-12-30,electopanelelectomana,1189,NA,1.0,na,0.5
2021-12-30,electopanelelectomana,1189,NA,1.0,prc,0.2
2021-12-30,electopanelelectomana,1189,NA,1.0,te,0.1
2021-12-30,electopanelelectomana,1189,NA,1.0,jxcat,NA
2021-12-30,electopanelelectomana,1189,NA,1.0,jxcat,NA
2021-12-30,dbprisa,2000,NA,2.6,psoe,26.1
2021-12-30,dbprisa,2000,NA,2.6,pp,23.5
2021-12-30,dbprisa,2000,NA,2.6,vox,18.3
2021-12-30,dbprisa,2000,NA,2.6,upo,11.8
2021-12-30,dbprisa,2000,NA,2.6,cs,3.6
2021-12-30,dbprisa,2000,NA,2.6,erc,NA
2021-12-30,dbprisa,2000,NA,2.6,mp,3.6
2021-12-30,dbprisa,2000,NA,2.6,jxcat,NA
2021-12-30,dbprisa,2000,NA,2.6,pnv,NA
2021-12-30,dbprisa,2000,NA,2.6,eh,NA
2021-12-30,dbprisa,2000,NA,2.6,cup,NA
2021-12-30,dbprisa,2000,NA,2.6,cc,NA
2021-12-30,dbprisa,2000,NA,2.6,bng,NA
2021-12-30,dbprisa,2000,NA,2.6,na,NA
2021-12-30,dbprisa,2000,NA,2.6,prc,NA
2021-12-30,dbprisa,2000,NA,2.6,te,NA
2021-12-30,dbprisa,2000,NA,2.6,jxcat,NA
2021-12-30,dbprisa,2000,NA,2.6,jxcat,NA
2021-12-30,imopelconfidencial,1315,NA,0.2,psoe,25.2
2021-12-30,imopelconfidencial,1315,NA,0.2,pp,25
2021-12-30,imopelconfidencial,1315,NA,0.2,vox,18.6
2021-12-30,imopelconfidencial,1315,NA,0.2,upo,12.1
2021-12-30,imopelconfidencial,1315,NA,0.2,cs,2.8
2021-12-30,imopelconfidencial,1315,NA,0.2,erc,3.2
2021-12-30,imopelconfidencial,1315,NA,0.2,mp,2.7
2021-12-30,imopelconfidencial,1315,NA,0.2,jxcat,1.8
2021-12-30,imopelconfidencial,1315,NA,0.2,pnv,1.6
2021-12-30,imopelconfidencial,1315,NA,0.2,eh,1.3
2021-12-30,imopelconfidencial,1315,NA,0.2,cup,1.3
2021-12-30,imopelconfidencial,1315,NA,0.2,cc,0.4
2021-12-30,imopelconfidencial,1315,NA,0.2,bng,1.1
2021-12-30,imopelconfidencial,1315,NA,0.2,na,0.4
2021-12-30,imopelconfidencial,1315,NA,0.2,prc,0.2
2021-12-30,imopelconfidencial,1315,NA,0.2,te,0.1
2021-12-30,imopelconfidencial,1315,NA,0.2,jxcat,NA
2021-12-30,imopelconfidencial,1315,NA,0.2,jxcat,NA
2021-12-30,sociomtricaelespaol,3000,NA,1.3,psoe,25.5
2021-12-30,sociomtricaelespaol,3000,NA,1.3,pp,24.2
2021-12-30,sociomtricaelespaol,3000,NA,1.3,vox,17.7
2021-12-30,sociomtricaelespaol,3000,NA,1.3,upo,12.3
2021-12-30,sociomtricaelespaol,3000,NA,1.3,cs,4.3
2021-12-30,sociomtricaelespaol,3000,NA,1.3,erc,2.8
2021-12-30,sociomtricaelespaol,3000,NA,1.3,mp,3.2
2021-12-30,sociomtricaelespaol,3000,NA,1.3,jxcat,2
2021-12-30,sociomtricaelespaol,3000,NA,1.3,pnv,1.4
2021-12-30,sociomtricaelespaol,3000,NA,1.3,eh,1
2021-12-30,sociomtricaelespaol,3000,NA,1.3,cup,1
2021-12-30,sociomtricaelespaol,3000,NA,1.3,cc,0.6
2021-12-30,sociomtricaelespaol,3000,NA,1.3,bng,0.7
2021-12-30,sociomtricaelespaol,3000,NA,1.3,na,0.4
2021-12-30,sociomtricaelespaol,3000,NA,1.3,prc,0.2
2021-12-30,sociomtricaelespaol,3000,NA,1.3,te,0.1
2021-12-30,sociomtricaelespaol,3000,NA,1.3,jxcat,NA
2021-12-30,sociomtricaelespaol,3000,NA,1.3,jxcat,NA
2021-12-27,psoe,NA,NA,7.0,psoe,29
2021-12-27,psoe,NA,NA,7.0,pp,22
2021-12-27,psoe,NA,NA,7.0,vox,17
2021-12-27,psoe,NA,NA,7.0,upo,11
2021-12-27,psoe,NA,NA,7.0,cs,NA
2021-12-27,psoe,NA,NA,7.0,erc,NA
2021-12-27,psoe,NA,NA,7.0,mp,NA
2021-12-27,psoe,NA,NA,7.0,jxcat,NA
2021-12-27,psoe,NA,NA,7.0,pnv,NA
2021-12-27,psoe,NA,NA,7.0,eh,NA
2021-12-27,psoe,NA,NA,7.0,cup,NA
2021-12-27,psoe,NA,NA,7.0,cc,NA
2021-12-27,psoe,NA,NA,7.0,bng,NA
2021-12-27,psoe,NA,NA,7.0,na,NA
2021-12-27,psoe,NA,NA,7.0,prc,NA
2021-12-27,psoe,NA,NA,7.0,te,NA
2021-12-27,psoe,NA,NA,7.0,jxcat,NA
2021-12-27,psoe,NA,NA,7.0,jxcat,NA
2021-12-26,sigmadosantena,NA,NA,3.1,psoe,25.7
2021-12-26,sigmadosantena,NA,NA,3.1,pp,28.8
2021-12-26,sigmadosantena,NA,NA,3.1,vox,15.7
2021-12-26,sigmadosantena,NA,NA,3.1,upo,10.6
2021-12-26,sigmadosantena,NA,NA,3.1,cs,3.2
2021-12-26,sigmadosantena,NA,NA,3.1,erc,3
2021-12-26,sigmadosantena,NA,NA,3.1,mp,3
2021-12-26,sigmadosantena,NA,NA,3.1,jxcat,1
2021-12-26,sigmadosantena,NA,NA,3.1,pnv,1.9
2021-12-26,sigmadosantena,NA,NA,3.1,eh,NA
2021-12-26,sigmadosantena,NA,NA,3.1,cup,NA
2021-12-26,sigmadosantena,NA,NA,3.1,cc,NA
2021-12-26,sigmadosantena,NA,NA,3.1,bng,NA
2021-12-26,sigmadosantena,NA,NA,3.1,na,NA
2021-12-26,sigmadosantena,NA,NA,3.1,prc,NA
2021-12-26,sigmadosantena,NA,NA,3.1,te,NA
2021-12-26,sigmadosantena,NA,NA,3.1,jxcat,NA
2021-12-26,sigmadosantena,NA,NA,3.1,jxcat,NA
2021-12-24,sigmadoselmundo,2619,NA,1.4,psoe,26
2021-12-24,sigmadoselmundo,2619,NA,1.4,pp,27.4
2021-12-24,sigmadoselmundo,2619,NA,1.4,vox,16.6
2021-12-24,sigmadoselmundo,2619,NA,1.4,upo,10.9
2021-12-24,sigmadoselmundo,2619,NA,1.4,cs,3.1
2021-12-24,sigmadoselmundo,2619,NA,1.4,erc,3
2021-12-24,sigmadoselmundo,2619,NA,1.4,mp,3.1
2021-12-24,sigmadoselmundo,2619,NA,1.4,jxcat,2
2021-12-24,sigmadoselmundo,2619,NA,1.4,pnv,1.9
2021-12-24,sigmadoselmundo,2619,NA,1.4,eh,NA
2021-12-24,sigmadoselmundo,2619,NA,1.4,cup,NA
2021-12-24,sigmadoselmundo,2619,NA,1.4,cc,NA
2021-12-24,sigmadoselmundo,2619,NA,1.4,bng,NA
2021-12-24,sigmadoselmundo,2619,NA,1.4,na,NA
2021-12-24,sigmadoselmundo,2619,NA,1.4,prc,NA
2021-12-24,sigmadoselmundo,2619,NA,1.4,te,NA
